Domain	Supergroup	Division	Class	Order	Family	Genus	Last	Size.min	Size.max	Cover	Shape	Spicule	Symmetry	Polarity	Colony	Motility	Plast	Ingestion.mode	Biotic.interaction	Resting.stage	Suspected.trophism	Source.1	Source.2	Source.3	Source.4	IN.OUT
Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_4	Didiniidae	Didiniidae_X	Didiniidae	20	200	Naked	Round	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_5	Pleurostomatida	Pleurostomatida_X	Pleurostomatida	100	400	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	NA	Heterotroph	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	"Pan H., Li L., Wu L., Miao M., Al-Rasheid K., Song W. : Morphology of three Litonotus species (Ciliophora: Pleurostomatida) from China seas, with brief notes on their SSU rDNA-based phylogeny, European Journal of Protistology, 2015, 51(5), 494-506, doi: 10.1016/j.ejop.2015.08.003"	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Arcuospathidium_1	Arcuospathidium_1	110	210	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Foissner W., Agatha S., Berger H. : Soil Ciliates (Protozoa, Ciliophora) from Namibia (Southwest Africa), with emphasis on two contrasting environments, the Etosha Region and the Namib Desert. Part I: text and line drawings, Denisia, 2002, 5(October 2015), 1-1063"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Litostomatea_XXX	Litostomatea	NA	NA	Naked	NA	No spicule	Asymetrical	NA	NA	NA	No plast	Phagotrophic	NA	NA	Heterotroph	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Pseudoholophrya	Pseudoholophrya	37	70	Naked	Round	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Şenler N., Yildiz İ. : Morphology and Infraciliature of Some Haptorid Ciliates (Protista, Ciliophora, Haptoria) in Alkaline Soil Samples of Van (Turkey), with Notes on the Ontogenesis of Enchelyodon nodosus Berger, Foissner &amp; Adam, 1984, Turkish Journal of Zoology, 2009, doi: 10.3906/zoo-0802-10"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Enchelys	Enchelys	90	150	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Foissner W. : Enchelys micrographica nov. spec., a New Ciliate (Protista, Ciliophora) from Moss of Austria, 2016"	https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/enchelys.htm	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Spathidium_1	Spathidium_1	80	250	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	Resting stage	Heterotroph	https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/spa-dium.htm		NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Litostomatea	Rhynchostomatia	Dileptidae	Dileptidae_X	Dileptidae	NA	NA	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Vďačný P., Orsi W., Bourland W., Shimano S., Epstein S., Foissner W. : Morphological and molecular phylogeny of dileptid and tracheliid ciliates: Resolution at the base of the class Litostomatea (Ciliophora, Rhynchostomatia), European Journal of Protistology, 2011, 47(4), 295-313, doi: 10.1016/j.ejop.2011.04.006"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Litostomatea	Rhynchostomatia	Tracheliidae	Trachelius	Trachelius	200	400	Naked	Round	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Vďačný P., Orsi W., Bourland W., Shimano S., Epstein S., Foissner W. : Morphological and molecular phylogeny of dileptid and tracheliid ciliates: Resolution at the base of the class Litostomatea (Ciliophora, Rhynchostomatia), European Journal of Protistology, 2011, 47(4), 295-313, doi: 10.1016/j.ejop.2011.04.006"	https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/tracheli.htm	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_6	Lacrymariidae	NA	Lacrymariidae	70	1200	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	NA	Heterotroph	"Vďačný P., Orsi W., Bourland W., Shimano S., Epstein S., Foissner W. : Morphological and molecular phylogeny of dileptid and tracheliid ciliates: Resolution at the base of the class Litostomatea (Ciliophora, Rhynchostomatia), European Journal of Protistology, 2011, 47(4), 295-313, doi: 10.1016/j.ejop.2011.04.006"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Nassulida	Obertrumia	Obertrumia	50	100	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Foissner W., Agatha S., Berger H. : Soil Ciliates (Protozoa, Ciliophora) from Namibia (Southwest Africa), with emphasis on two contrasting environments, the Etosha Region and the Namib Desert. Part I: text and line drawings, Denisia, 2002, 5(October 2015), 1-1063"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Nassulida	NA	Nassulida	50	100	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Foissner W., Agatha S., Berger H. : Soil Ciliates (Protozoa, Ciliophora) from Namibia (Southwest Africa), with emphasis on two contrasting environments, the Etosha Region and the Namib Desert. Part I: text and line drawings, Denisia, 2002, 5(October 2015), 1-1063"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Microthoracida	Microthoracida_X	Microthoracida	50	120	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Foissner W., Agatha S., Berger H. : Soil Ciliates (Protozoa, Ciliophora) from Namibia (Southwest Africa), with emphasis on two contrasting environments, the Etosha Region and the Namib Desert. Part I: text and line drawings, Denisia, 2002, 5(October 2015), 1-1063"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatia	Glaucomidae	Glaucomidae_X	Glaucomidae	50	90	Naked	Round	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Foissner W. : Description of Glaucomides bromelicola n. gen., n. sp. (Ciliophora, Tetrahymenida), a Macrostome Forming Inhabitant of Bromeliads (Bromeliaceae), Including Redescriptions of Glaucoma scintillans and G. reniformis, Journal of Eukaryotic Microbiology, 2013, 60(2), 137-157, doi: 10.1111/jeu.12016"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatia	Ophryoglenida	Ichthyophthirius	Ichthyophthirius	50	500	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	Parasite	Resting stage	Heterotroph	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	"Mehlhorn H. : Encyclopedia of Parasitology, Springer Berlin, Heidelberg, 4th Edition, 2016, doi: 10.1007/978-3-662-43978-4"	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatia	Tetrahymenida	NA	Tetrahymenida	30	50	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	Parasite	Resting stage	Heterotroph	"Ruehle M., Orias E., Pearson C. : Tetrahymenaas a Unicellular Model Eukaryote: Genetic and Genomic Tools, Genetics, 2016, 203(2), 649-665, doi: 10.1534/genetics.114.169748"	"Cheng C., Chang S., Lin I., Yao M. : Abundant and diverse Tetrahymena species living in the bladder traps of aquatic carnivorous Utricularia plants, Scientific Reports, 2019, 9(1), null, doi: 10.1038/s41598-019-50123-1"	"Jirovec O. : Le parasitisme artificiel des Protozoaires libres, Annales de Parasitologie Humaine et Comparée, 1967, 42(2), 133-140, doi: 10.1051/parasite/1967422133"	"Mehlhorn H. : Encyclopedia of Parasitology, Springer Berlin, Heidelberg, 4th Edition, 2016, doi: 10.1007/978-3-662-43978-4"	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	OLIGO4	OLIGO4_X	OLIGO4_XX	OLIGO4	NA	NA	Naked	NA	No spicule	Asymetrical	NA	NA	NA	No plast	Phagotrophic	NA	NA	NA	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	OLIGO8	OLIGO8_X	OLIGO8_XX	OLIGO8	NA	NA	Naked	NA	No spicule	Asymetrical	NA	NA	NA	No plast	Phagotrophic	NA	NA	NA	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Conchophthiridae	Conchophthirus	Conchophthirus	50	130	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	Parasite	No resting stage	Heterotroph	"Burlakova L., Karatayev A., Molloy D. : Field and Laboratory Studies of Zebra Mussel (Dreissena polymorpha) Infection by the CiliateConchophthirus acuminatusin the Republic of Belarus, Journal of Invertebrate Pathology, 1998, 71(3), 251-257, doi: 10.1006/jipa.1997.4728"	"Molloy D. P., Giamberini L., Burlakova L. E., Karatayev A. Y., Cryan J. R., Trajanovski S. L., Trajanovska S. P. : Investigation of the endosymbionts of Dreissena stankovici with morphological and molecular confirmation of host species, Backhuys Publishers, Leiden, 2010"	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Oligohymenophorea_XX	Dexiotricha	Dexiotricha	30	70	Naked	Round	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Fan X., Al-Farraj S., Gao F., Gu F. : Morphological reports on two species of Dexiotricha (Ciliophora, Scuticociliatia), with a note on the phylogenetic position of the genus, International Journal of Systematic and Evolutionary Microbiology, 2014, 64(Pt_2), 680-688, doi: 10.1099/ijs.0.059899-0"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Oligohymenophorea_XX	Oligohymenophorea_XXX	Oligohymenophorea	NA	NA	Naked	NA	No spicule	Asymetrical	NA	NA	NA	No plast	Phagotrophic	NA	NA	NA	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Oligohymenophorea_XX	Pseudocyclidium	Pseudocyclidium	NA	NA	Naked	NA	No spicule	Asymetrical	NA	NA	NA	No plast	Phagotrophic	NA	NA	NA	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	Frontoniidae_1	Frontoniidae_1_X	Frontoniidae_1	70	250	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Long H., Song W., Al-Rasheid K., Wang Y., Yi Z., Al-Quraishy S., Lin X., Al-Farraj S. : Taxonomic studies on three marine species of Frontonia from northern China: F. didieri n. sp., F. multinucleata n. sp. and F. tchibisovae Burkovsky, 1970 (Ciliophora: Peniculida), Zootaxa, 2008, 1687(1), 35, doi: 10.11646/zootaxa.1687.1.2"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	Frontoniidae_2	Frontoniidae_2_X	Frontoniidae_2	70	250	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Long H., Song W., Al-Rasheid K., Wang Y., Yi Z., Al-Quraishy S., Lin X., Al-Farraj S. : Taxonomic studies on three marine species of Frontonia from northern China: F. didieri n. sp., F. multinucleata n. sp. and F. tchibisovae Burkovsky, 1970 (Ciliophora: Peniculida), Zootaxa, 2008, 1687(1), 35, doi: 10.11646/zootaxa.1687.1.2"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	Lembadionidae	Lembadion	Lembadion	120	200	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	No resting stage	Heterotroph	https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/lembadio.htm	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	Parameciidae	Paramecium	Paramecium	50	330	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Aufderheide K. : Paramecia, Encyclopedia of Genetics, 2001, 1411-1414, doi: 10.1006/rwgn.2001.0952"	https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/parameci.htm	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	Peniculida	Peniculida_X	Peniculida	50	330	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_1	Trichodinidae	Trichodina_1	Trichodina_1	22	104	Naked	Round	No spicule	Radial	Isopolar	No colony	Swimmer	No plast	Myzocytotic	Parasite	No resting stage	Heterotroph	"Wellborn T. : Trichodina(Ciliata: Urceolariidae) of Freshwater Fishes of the Southeastern United States*, The Journal of Protozoology, 1967, 14(3), 399-412, doi: 10.1111/j.1550-7408.1967.tb02017.x"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	OLIGO2	OLIGO2_X	OLIGO2	NA	NA	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	No resting stage	NA	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Epistylis	Epistylis	70	600	Naked	Elongated	No spicule	Asymetrical	Heteropolar	Elongated	Attached	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Zhou T., Wang Z., Yang H., Gu Z. : Morphological and molecular identification of epibiontic sessilid Epistylis semiciculus n. sp. (ciliophora, Peritrichia) from Procambarus clarkia (Crustacea, Decapoda) in China, International Journal for Parasitology: Parasites and Wildlife, 2019, 10, 289-298, doi: 10.1016/j.ijppaw.2019.09.006"	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	"Viljoen S., Van As J. : Notes on the morphology and asexual reproductive processes of sessile peritrichs, Hydrobiologia, 1987, 154(1), 75-86, doi: 10.1007/bf00026832"	"Mehlhorn H. : Encyclopedia of Parasitology, Springer Berlin, Heidelberg, 4th Edition, 2016, doi: 10.1007/978-3-662-43978-4"	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Ophrydium	Ophrydium	50	400	Naked	Elongated	No spicule	Asymetrical	Heteropolar	Elongated	Attached	No plast	Phagotrophic	No	NA	Heterotroph	"Duval B, Margulis L. The microbial community of Ophrydium versatile colonies: endosymbionts, residents, and tenants. Symbiosis. 1995;18:181-210. PMID: 11539474."	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Sessilida_X	Sessilida	NA	NA	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Attached	No plast	Phagotrophic	No	NA	Heterotroph	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Telotrochidium	Telotrochidium	45	170	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Martín-Cereceda M., Guinea A., Bonaccorso E., Dyal P., Novarino G., Foissner W. : Classification of the peritrich ciliate Opisthonecta matiensis (Martín-Cereceda et al. 1999) as Telotrochidium matiense nov. comb., based on new observations and SSU rDNA phylogeny, European Journal of Protistology, 2007, 43(4), 265-279, doi: 10.1016/j.ejop.2007.04.003"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Vorticella	Vorticella	23	157	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Attached	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Finley H. E. and Williams H. B. : Chromatographic Analysis of the Asexual and Sexual Stages of a Ciliate (Vorticella microstoma), Journal of Protozoology, 1995, 2, 13-18"	"Noland L. E. and Finley H. E. : Studies on the Taxonomy of the Genus Vorticella. American Microscopical Society, 1931, 2, 296-298"	"Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008"	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Philasterida	Philasterida_X	Philasterida	60	90	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	Parasite	Resting stage	Heterotroph	"Hu X., Warren A., Song W. : Stomatogenesis and morphological re-description of the marine ciliate, Philasterides armatalis (Protozoa: Ciliophora: Scuticociliatida), Journal of the Marine Biological Association of the United Kingdom, 2008, 88(1), 29-34, doi: 10.1017/s0025315408000088"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Thigmophryidae	Myxophyllum	Myxophyllum	100	150	Naked	Round	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	Parasite	NA	Heterotroph	"De Puytorac P., Groliere C. A., Da Silva I. D. : L'ultrastructure du cilié Myxophyllum steenstrupi (Stein, 1861). Parasite de mollusques pulmonés et la famille des Thigmophryidae Chatton et Lwoff, 1923, Acta Protozoologica, 1992, 31, 221-231"	NA	NA	NA	Yes
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Histiobalantiidae	Histiobalantium	Histiobalantium	50	75	Naked	Elongated	No spicule	Asymetrical	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Foissner W., Kusuoka Y., Shimano S. : Morphological and molecular characterization of Histiobalantium natans viridis (Ciliophora, Scuticociliatia), European Journal of Protistology, 2009, 45(3), 193-204, doi: 10.1016/j.ejop.2008.11.003"	NA	NA	NA	Yes
